Date,Time,Food,Sales,Temperature
2023-04-15,12:30,Ham Quiche,45,13.83
2023-04-15,12:30,Ham and Cheese Croissant,27,13.83
2023-04-15,12:30,Smoked Salmon Roll,1,13.83
2023-04-15,12:30,Tea,34,13.83
2023-04-15,12:30,Cinnamon Bun,1,13.83
2023-04-15,12:30,Sweets,1,13.83
2023-04-15,12:30,Mini Avocado Sandwich,12,13.83
2023-04-15,12:30,Savouries,21,13.83
2023-04-15,12:30,Mini Salami Sandwich,10,13.83
2023-04-15,12:30,Salmon Bagel,10,13.83
2023-04-15,12:30,Bread,30,13.83
2023-04-15,12:30,Coffee,22,13.83
2023-04-15,12:30,Mushroom Quiche,33,13.83
2023-04-15,12:30,Soup,35,13.83
2023-04-15,12:30,Sausage Roll,24,13.83
2023-04-15,12:30,Chilled Juices,17,13.83
2023-04-15,12:30,Cheese Straw,11,13.83
2023-04-15,12:30,Spinach and Feta Roll,22,13.83
2023-04-15,15:30,Ham Quiche,30,11.28
2023-04-15,15:30,Ham and Cheese Croissant,45,11.28
2023-04-15,15:30,Smoked Salmon Roll,7,11.28
2023-04-15,15:30,Tea,33,11.28
2023-04-15,15:30,Cinnamon Bun,16,11.28
2023-04-15,15:30,Sweets,18,11.28
2023-04-15,15:30,Mini Avocado Sandwich,12,11.28
2023-04-15,15:30,Savouries,22,11.28
2023-04-15,15:30,Mini Salami Sandwich,16,11.28
2023-04-15,15:30,Salmon Bagel,9,11.28
2023-04-15,15:30,Bread,30,11.28
2023-04-15,15:30,Coffee,33,11.28
2023-04-15,15:30,Mushroom Quiche,45,11.28
2023-04-15,15:30,Soup,45,11.28
2023-04-15,15:30,Sausage Roll,24,11.28
2023-04-15,15:30,Chilled Juices,14,11.28
2023-04-15,15:30,Cheese Straw,11,11.28
2023-04-15,15:30,Spinach and Feta Roll,20,11.28
2023-04-15,18:30,Ham Quiche,33,13.26
2023-04-15,18:30,Ham and Cheese Croissant,46,13.26
2023-04-15,18:30,Smoked Salmon Roll,7,13.26
2023-04-15,18:30,Tea,31,13.26
2023-04-15,18:30,Cinnamon Bun,4,13.26
2023-04-15,18:30,Sweets,18,13.26
2023-04-15,18:30,Mini Avocado Sandwich,5,13.26
2023-04-15,18:30,Savouries,38,13.26
2023-04-15,18:30,Mini Salami Sandwich,11,13.26
2023-04-15,18:30,Salmon Bagel,8,13.26
2023-04-15,18:30,Bread,28,13.26
2023-04-15,18:30,Coffee,39,13.26
2023-04-15,18:30,Mushroom Quiche,33,13.26
2023-04-15,18:30,Soup,46,13.26
2023-04-15,18:30,Sausage Roll,27,13.26
2023-04-15,18:30,Chilled Juices,10,13.26
2023-04-15,18:30,Cheese Straw,10,13.26
2023-04-15,18:30,Spinach and Feta Roll,44,13.26
2023-04-16,06:30,Ham Quiche,29,8.42
2023-04-16,06:30,Ham and Cheese Croissant,20,8.42
2023-04-16,06:30,Smoked Salmon Roll,1,8.42
2023-04-16,06:30,Tea,26,8.42
2023-04-16,06:30,Cinnamon Bun,3,8.42
2023-04-16,06:30,Sweets,16,8.42
2023-04-16,06:30,Mini Avocado Sandwich,18,8.42
2023-04-16,06:30,Savouries,26,8.42
2023-04-16,06:30,Mini Salami Sandwich,18,8.42
2023-04-16,06:30,Salmon Bagel,16,8.42
2023-04-16,06:30,Bread,24,8.42
2023-04-16,06:30,Coffee,20,8.42
2023-04-16,06:30,Mushroom Quiche,35,8.42
2023-04-16,06:30,Soup,23,8.42
2023-04-16,06:30,Sausage Roll,44,8.42
2023-04-16,06:30,Chilled Juices,6,8.42
2023-04-16,06:30,Cheese Straw,16,8.42
2023-04-16,06:30,Spinach and Feta Roll,43,8.42
2023-04-16,09:30,Ham Quiche,47,6.73
2023-04-16,09:30,Ham and Cheese Croissant,23,6.73
2023-04-16,09:30,Smoked Salmon Roll,2,6.73
2023-04-16,09:30,Tea,25,6.73
2023-04-16,09:30,Cinnamon Bun,8,6.73
2023-04-16,09:30,Sweets,3,6.73
2023-04-16,09:30,Mini Avocado Sandwich,13,6.73
2023-04-16,09:30,Savouries,37,6.73
2023-04-16,09:30,Mini Salami Sandwich,15,6.73
2023-04-16,09:30,Salmon Bagel,7,6.73
2023-04-16,09:30,Bread,29,6.73
2023-04-16,09:30,Coffee,31,6.73
2023-04-16,09:30,Mushroom Quiche,23,6.73
2023-04-16,09:30,Soup,24,6.73
2023-04-16,09:30,Sausage Roll,48,6.73
2023-04-16,09:30,Chilled Juices,12,6.73
2023-04-16,09:30,Cheese Straw,9,6.73
2023-04-16,09:30,Spinach and Feta Roll,42,6.73
2023-04-16,12:30,Ham Quiche,24,11.35
2023-04-16,12:30,Ham and Cheese Croissant,21,11.35
2023-04-16,12:30,Smoked Salmon Roll,13,11.35
2023-04-16,12:30,Tea,48,11.35
2023-04-16,12:30,Cinnamon Bun,18,11.35
2023-04-16,12:30,Sweets,12,11.35
2023-04-16,12:30,Mini Avocado Sandwich,11,11.35
2023-04-16,12:30,Savouries,28,11.35
2023-04-16,12:30,Mini Salami Sandwich,9,11.35
2023-04-16,12:30,Salmon Bagel,10,11.35
2023-04-16,12:30,Bread,28,11.35
2023-04-16,12:30,Coffee,38,11.35
2023-04-16,12:30,Mushroom Quiche,27,11.35
2023-04-16,12:30,Soup,24,11.35
2023-04-16,12:30,Sausage Roll,40,11.35
2023-04-16,12:30,Chilled Juices,11,11.35
2023-04-16,12:30,Cheese Straw,6,11.35
2023-04-16,12:30,Spinach and Feta Roll,40,11.35
2023-04-16,15:30,Ham Quiche,42,7.78
2023-04-16,15:30,Ham and Cheese Croissant,32,7.78
2023-04-16,15:30,Smoked Salmon Roll,9,7.78
2023-04-16,15:30,Tea,36,7.78
2023-04-16,15:30,Cinnamon Bun,2,7.78
2023-04-16,15:30,Sweets,14,7.78
2023-04-16,15:30,Mini Avocado Sandwich,5,7.78
2023-04-16,15:30,Savouries,28,7.78
2023-04-16,15:30,Mini Salami Sandwich,18,7.78
2023-04-16,15:30,Salmon Bagel,6,7.78
2023-04-16,15:30,Bread,21,7.78
2023-04-16,15:30,Coffee,33,7.78
2023-04-16,15:30,Mushroom Quiche,25,7.78
2023-04-16,15:30,Soup,38,7.78
2023-04-16,15:30,Sausage Roll,49,7.78
2023-04-16,15:30,Chilled Juices,13,7.78
2023-04-16,15:30,Cheese Straw,13,7.78
2023-04-16,15:30,Spinach and Feta Roll,20,7.78
2023-04-16,18:30,Ham Quiche,47,7.1
2023-04-16,18:30,Ham and Cheese Croissant,37,7.1
2023-04-16,18:30,Smoked Salmon Roll,4,7.1
2023-04-16,18:30,Tea,23,7.1
2023-04-16,18:30,Cinnamon Bun,8,7.1
2023-04-16,18:30,Sweets,19,7.1
2023-04-16,18:30,Mini Avocado Sandwich,4,7.1
2023-04-16,18:30,Savouries,45,7.1
2023-04-16,18:30,Mini Salami Sandwich,10,7.1
2023-04-16,18:30,Salmon Bagel,3,7.1
2023-04-16,18:30,Bread,23,7.1
2023-04-16,18:30,Coffee,45,7.1
2023-04-16,18:30,Mushroom Quiche,20,7.1
2023-04-16,18:30,Soup,22,7.1
2023-04-16,18:30,Sausage Roll,24,7.1
2023-04-16,18:30,Chilled Juices,3,7.1
2023-04-16,18:30,Cheese Straw,18,7.1
2023-04-16,18:30,Spinach and Feta Roll,39,7.1
2023-04-17,06:30,Ham Quiche,49,13.62
2023-04-17,06:30,Ham and Cheese Croissant,48,13.62
2023-04-17,06:30,Smoked Salmon Roll,9,13.62
2023-04-17,06:30,Tea,46,13.62
2023-04-17,06:30,Cinnamon Bun,2,13.62
2023-04-17,06:30,Sweets,10,13.62
2023-04-17,06:30,Mini Avocado Sandwich,14,13.62
2023-04-17,06:30,Savouries,23,13.62
2023-04-17,06:30,Mini Salami Sandwich,8,13.62
2023-04-17,06:30,Salmon Bagel,10,13.62
2023-04-17,06:30,Bread,30,13.62
2023-04-17,06:30,Coffee,42,13.62
2023-04-17,06:30,Mushroom Quiche,20,13.62
2023-04-17,06:30,Soup,45,13.62
2023-04-17,06:30,Sausage Roll,39,13.62
2023-04-17,06:30,Chilled Juices,8,13.62
2023-04-17,06:30,Cheese Straw,2,13.62
2023-04-17,06:30,Spinach and Feta Roll,28,13.62
2023-04-17,09:30,Ham Quiche,41,12.8
2023-04-17,09:30,Ham and Cheese Croissant,35,12.8
2023-04-17,09:30,Smoked Salmon Roll,1,12.8
2023-04-17,09:30,Tea,30,12.8
2023-04-17,09:30,Cinnamon Bun,11,12.8
2023-04-17,09:30,Sweets,2,12.8
2023-04-17,09:30,Mini Avocado Sandwich,16,12.8
2023-04-17,09:30,Savouries,49,12.8
2023-04-17,09:30,Mini Salami Sandwich,6,12.8
2023-04-17,09:30,Salmon Bagel,8,12.8
2023-04-17,09:30,Bread,25,12.8
2023-04-17,09:30,Coffee,29,12.8
2023-04-17,09:30,Mushroom Quiche,23,12.8
2023-04-17,09:30,Soup,23,12.8
2023-04-17,09:30,Sausage Roll,38,12.8
2023-04-17,09:30,Chilled Juices,14,12.8
2023-04-17,09:30,Cheese Straw,4,12.8
2023-04-17,09:30,Spinach and Feta Roll,48,12.8
2023-04-17,12:30,Ham Quiche,48,11.64
2023-04-17,12:30,Ham and Cheese Croissant,48,11.64
2023-04-17,12:30,Smoked Salmon Roll,12,11.64
2023-04-17,12:30,Tea,24,11.64
2023-04-17,12:30,Cinnamon Bun,2,11.64
2023-04-17,12:30,Sweets,13,11.64
2023-04-17,12:30,Mini Avocado Sandwich,19,11.64
2023-04-17,12:30,Savouries,21,11.64
2023-04-17,12:30,Mini Salami Sandwich,7,11.64
2023-04-17,12:30,Salmon Bagel,7,11.64
2023-04-17,12:30,Bread,26,11.64
2023-04-17,12:30,Coffee,34,11.64
2023-04-17,12:30,Mushroom Quiche,40,11.64
2023-04-17,12:30,Soup,47,11.64
2023-04-17,12:30,Sausage Roll,31,11.64
2023-04-17,12:30,Chilled Juices,17,11.64
2023-04-17,12:30,Cheese Straw,6,11.64
2023-04-17,12:30,Spinach and Feta Roll,34,11.64
2023-04-17,15:30,Ham Quiche,9,15.07
2023-04-17,15:30,Ham and Cheese Croissant,12,15.07
2023-04-17,15:30,Smoked Salmon Roll,46,15.07
2023-04-17,15:30,Tea,16,15.07
2023-04-17,15:30,Cinnamon Bun,32,15.07
2023-04-17,15:30,Sweets,42,15.07
2023-04-17,15:30,Mini Avocado Sandwich,29,15.07
2023-04-17,15:30,Savouries,9,15.07
2023-04-17,15:30,Mini Salami Sandwich,26,15.07
2023-04-17,15:30,Salmon Bagel,44,15.07
2023-04-17,15:30,Bread,1,15.07
2023-04-17,15:30,Coffee,3,15.07
2023-04-17,15:30,Mushroom Quiche,10,15.07
2023-04-17,15:30,Soup,12,15.07
2023-04-17,15:30,Sausage Roll,7,15.07
2023-04-17,15:30,Chilled Juices,26,15.07
2023-04-17,15:30,Cheese Straw,29,15.07
2023-04-17,15:30,Spinach and Feta Roll,10,15.07
2023-04-17,18:30,Ham Quiche,34,12.24
2023-04-17,18:30,Ham and Cheese Croissant,46,12.24
2023-04-17,18:30,Smoked Salmon Roll,19,12.24
2023-04-17,18:30,Tea,23,12.24
2023-04-17,18:30,Cinnamon Bun,2,12.24
2023-04-17,18:30,Sweets,15,12.24
2023-04-17,18:30,Mini Avocado Sandwich,18,12.24
2023-04-17,18:30,Savouries,26,12.24
2023-04-17,18:30,Mini Salami Sandwich,14,12.24
2023-04-17,18:30,Salmon Bagel,15,12.24
2023-04-17,18:30,Bread,49,12.24
2023-04-17,18:30,Coffee,20,12.24
2023-04-17,18:30,Mushroom Quiche,29,12.24
2023-04-17,18:30,Soup,20,12.24
2023-04-17,18:30,Sausage Roll,24,12.24
2023-04-17,18:30,Chilled Juices,14,12.24
2023-04-17,18:30,Cheese Straw,4,12.24
2023-04-17,18:30,Spinach and Feta Roll,26,12.24
2023-04-18,06:30,Ham Quiche,22,5.95
2023-04-18,06:30,Ham and Cheese Croissant,30,5.95
2023-04-18,06:30,Smoked Salmon Roll,5,5.95
2023-04-18,06:30,Tea,30,5.95
2023-04-18,06:30,Cinnamon Bun,15,5.95
2023-04-18,06:30,Sweets,10,5.95
2023-04-18,06:30,Mini Avocado Sandwich,17,5.95
2023-04-18,06:30,Savouries,43,5.95
2023-04-18,06:30,Mini Salami Sandwich,4,5.95
2023-04-18,06:30,Salmon Bagel,6,5.95
2023-04-18,06:30,Bread,47,5.95
2023-04-18,06:30,Coffee,33,5.95
2023-04-18,06:30,Mushroom Quiche,49,5.95
2023-04-18,06:30,Soup,41,5.95
2023-04-18,06:30,Sausage Roll,38,5.95
2023-04-18,06:30,Chilled Juices,1,5.95
2023-04-18,06:30,Cheese Straw,12,5.95
2023-04-18,06:30,Spinach and Feta Roll,36,5.95
2023-04-18,09:30,Ham Quiche,46,7.85
2023-04-18,09:30,Ham and Cheese Croissant,45,7.85
2023-04-18,09:30,Smoked Salmon Roll,15,7.85
2023-04-18,09:30,Tea,39,7.85
2023-04-18,09:30,Cinnamon Bun,7,7.85
2023-04-18,09:30,Sweets,2,7.85
2023-04-18,09:30,Mini Avocado Sandwich,6,7.85
2023-04-18,09:30,Savouries,47,7.85
2023-04-18,09:30,Mini Salami Sandwich,17,7.85
2023-04-18,09:30,Salmon Bagel,3,7.85
2023-04-18,09:30,Bread,44,7.85
2023-04-18,09:30,Coffee,21,7.85
2023-04-18,09:30,Mushroom Quiche,48,7.85
2023-04-18,09:30,Soup,39,7.85
2023-04-18,09:30,Sausage Roll,32,7.85
2023-04-18,09:30,Chilled Juices,5,7.85
2023-04-18,09:30,Cheese Straw,2,7.85
2023-04-18,09:30,Spinach and Feta Roll,29,7.85
2023-04-18,12:30,Ham Quiche,41,5.28
2023-04-18,12:30,Ham and Cheese Croissant,23,5.28
2023-04-18,12:30,Smoked Salmon Roll,1,5.28
2023-04-18,12:30,Tea,30,5.28
2023-04-18,12:30,Cinnamon Bun,4,5.28
2023-04-18,12:30,Sweets,3,5.28
2023-04-18,12:30,Mini Avocado Sandwich,18,5.28
2023-04-18,12:30,Savouries,32,5.28
2023-04-18,12:30,Mini Salami Sandwich,3,5.28
2023-04-18,12:30,Salmon Bagel,16,5.28
2023-04-18,12:30,Bread,45,5.28
2023-04-18,12:30,Coffee,27,5.28
2023-04-18,12:30,Mushroom Quiche,35,5.28
2023-04-18,12:30,Soup,31,5.28
2023-04-18,12:30,Sausage Roll,39,5.28
2023-04-18,12:30,Chilled Juices,12,5.28
2023-04-18,12:30,Cheese Straw,2,5.28
2023-04-18,12:30,Spinach and Feta Roll,32,5.28
2023-04-18,15:30,Ham Quiche,26,6.5
2023-04-18,15:30,Ham and Cheese Croissant,35,6.5
2023-04-18,15:30,Smoked Salmon Roll,7,6.5
2023-04-18,15:30,Tea,32,6.5
2023-04-18,15:30,Cinnamon Bun,12,6.5
2023-04-18,15:30,Sweets,10,6.5
2023-04-18,15:30,Mini Avocado Sandwich,1,6.5
2023-04-18,15:30,Savouries,39,6.5
2023-04-18,15:30,Mini Salami Sandwich,3,6.5
2023-04-18,15:30,Salmon Bagel,13,6.5
2023-04-18,15:30,Bread,32,6.5
2023-04-18,15:30,Coffee,23,6.5
2023-04-18,15:30,Mushroom Quiche,21,6.5
2023-04-18,15:30,Soup,47,6.5
2023-04-18,15:30,Sausage Roll,48,6.5
2023-04-18,15:30,Chilled Juices,19,6.5
2023-04-18,15:30,Cheese Straw,3,6.5
2023-04-18,15:30,Spinach and Feta Roll,24,6.5
2023-04-18,18:30,Ham Quiche,46,6.71
2023-04-18,18:30,Ham and Cheese Croissant,38,6.71
2023-04-18,18:30,Smoked Salmon Roll,19,6.71
2023-04-18,18:30,Tea,37,6.71
2023-04-18,18:30,Cinnamon Bun,2,6.71
2023-04-18,18:30,Sweets,5,6.71
2023-04-18,18:30,Mini Avocado Sandwich,3,6.71
2023-04-18,18:30,Savouries,45,6.71
2023-04-18,18:30,Mini Salami Sandwich,19,6.71
2023-04-18,18:30,Salmon Bagel,9,6.71
2023-04-18,18:30,Bread,41,6.71
2023-04-18,18:30,Coffee,29,6.71
2023-04-18,18:30,Mushroom Quiche,31,6.71
2023-04-18,18:30,Soup,26,6.71
2023-04-18,18:30,Sausage Roll,38,6.71
2023-04-18,18:30,Chilled Juices,9,6.71
2023-04-18,18:30,Cheese Straw,7,6.71
2023-04-18,18:30,Spinach and Feta Roll,35,6.71
2023-04-19,06:30,Ham Quiche,49,6.53
2023-04-19,06:30,Ham and Cheese Croissant,30,6.53
2023-04-19,06:30,Smoked Salmon Roll,16,6.53
2023-04-19,06:30,Tea,24,6.53
2023-04-19,06:30,Cinnamon Bun,8,6.53
2023-04-19,06:30,Sweets,18,6.53
2023-04-19,06:30,Mini Avocado Sandwich,5,6.53
2023-04-19,06:30,Savouries,34,6.53
2023-04-19,06:30,Mini Salami Sandwich,14,6.53
2023-04-19,06:30,Salmon Bagel,8,6.53
2023-04-19,06:30,Bread,48,6.53
2023-04-19,06:30,Coffee,49,6.53
2023-04-19,06:30,Mushroom Quiche,47,6.53
2023-04-19,06:30,Soup,33,6.53
2023-04-19,06:30,Sausage Roll,43,6.53
2023-04-19,06:30,Chilled Juices,3,6.53
2023-04-19,06:30,Cheese Straw,9,6.53
2023-04-19,06:30,Spinach and Feta Roll,42,6.53
2023-04-19,09:30,Ham Quiche,23,6.57
2023-04-19,09:30,Ham and Cheese Croissant,34,6.57
2023-04-19,09:30,Smoked Salmon Roll,12,6.57
2023-04-19,09:30,Tea,23,6.57
2023-04-19,09:30,Cinnamon Bun,18,6.57
2023-04-19,09:30,Sweets,12,6.57
2023-04-19,09:30,Mini Avocado Sandwich,16,6.57
2023-04-19,09:30,Savouries,30,6.57
2023-04-19,09:30,Mini Salami Sandwich,4,6.57
2023-04-19,09:30,Salmon Bagel,18,6.57
2023-04-19,09:30,Bread,47,6.57
2023-04-19,09:30,Coffee,37,6.57
2023-04-19,09:30,Mushroom Quiche,28,6.57
2023-04-19,09:30,Soup,39,6.57
2023-04-19,09:30,Sausage Roll,22,6.57
2023-04-19,09:30,Chilled Juices,12,6.57
2023-04-19,09:30,Cheese Straw,10,6.57
2023-04-19,09:30,Spinach and Feta Roll,20,6.57
2023-04-19,12:30,Ham Quiche,31,7.75
2023-04-19,12:30,Ham and Cheese Croissant,30,7.75
2023-04-19,12:30,Smoked Salmon Roll,17,7.75
2023-04-19,12:30,Tea,22,7.75
2023-04-19,12:30,Cinnamon Bun,19,7.75
2023-04-19,12:30,Sweets,12,7.75
2023-04-19,12:30,Mini Avocado Sandwich,8,7.75
2023-04-19,12:30,Savouries,21,7.75
2023-04-19,12:30,Mini Salami Sandwich,11,7.75
2023-04-19,12:30,Salmon Bagel,18,7.75
2023-04-19,12:30,Bread,23,7.75
2023-04-19,12:30,Coffee,27,7.75
2023-04-19,12:30,Mushroom Quiche,47,7.75
2023-04-19,12:30,Soup,42,7.75
2023-04-19,12:30,Sausage Roll,47,7.75
2023-04-19,12:30,Chilled Juices,3,7.75
2023-04-19,12:30,Cheese Straw,3,7.75
2023-04-19,12:30,Spinach and Feta Roll,38,7.75
2023-04-19,15:30,Ham Quiche,38,4.66
2023-04-19,15:30,Ham and Cheese Croissant,40,4.66
2023-04-19,15:30,Smoked Salmon Roll,1,4.66
2023-04-19,15:30,Tea,31,4.66
2023-04-19,15:30,Cinnamon Bun,16,4.66
2023-04-19,15:30,Sweets,18,4.66
2023-04-19,15:30,Mini Avocado Sandwich,6,4.66
2023-04-19,15:30,Savouries,24,4.66
2023-04-19,15:30,Mini Salami Sandwich,8,4.66
2023-04-19,15:30,Salmon Bagel,8,4.66
2023-04-19,15:30,Bread,39,4.66
2023-04-19,15:30,Coffee,41,4.66
2023-04-19,15:30,Mushroom Quiche,26,4.66
2023-04-19,15:30,Soup,33,4.66
2023-04-19,15:30,Sausage Roll,43,4.66
2023-04-19,15:30,Chilled Juices,10,4.66
2023-04-19,15:30,Cheese Straw,19,4.66
2023-04-19,15:30,Spinach and Feta Roll,48,4.66
2023-04-19,18:30,Ham Quiche,31,5.29
2023-04-19,18:30,Ham and Cheese Croissant,41,5.29
2023-04-19,18:30,Smoked Salmon Roll,10,5.29
2023-04-19,18:30,Tea,32,5.29
2023-04-19,18:30,Cinnamon Bun,12,5.29
2023-04-19,18:30,Sweets,11,5.29
2023-04-19,18:30,Mini Avocado Sandwich,10,5.29
2023-04-19,18:30,Savouries,44,5.29
2023-04-19,18:30,Mini Salami Sandwich,13,5.29
2023-04-19,18:30,Salmon Bagel,2,5.29
2023-04-19,18:30,Bread,30,5.29
2023-04-19,18:30,Coffee,27,5.29
2023-04-19,18:30,Mushroom Quiche,47,5.29
2023-04-19,18:30,Soup,48,5.29
2023-04-19,18:30,Sausage Roll,22,5.29
2023-04-19,18:30,Chilled Juices,10,5.29
2023-04-19,18:30,Cheese Straw,15,5.29
2023-04-19,18:30,Spinach and Feta Roll,31,5.29
2023-04-20,06:30,Ham Quiche,23,9.71
2023-04-20,06:30,Ham and Cheese Croissant,33,9.71
2023-04-20,06:30,Smoked Salmon Roll,1,9.71
2023-04-20,06:30,Tea,46,9.71
2023-04-20,06:30,Cinnamon Bun,3,9.71
2023-04-20,06:30,Sweets,12,9.71
2023-04-20,06:30,Mini Avocado Sandwich,4,9.71
2023-04-20,06:30,Savouries,24,9.71
2023-04-20,06:30,Mini Salami Sandwich,7,9.71
2023-04-20,06:30,Salmon Bagel,19,9.71
2023-04-20,06:30,Bread,35,9.71
2023-04-20,06:30,Coffee,29,9.71
2023-04-20,06:30,Mushroom Quiche,49,9.71
2023-04-20,06:30,Soup,36,9.71
2023-04-20,06:30,Sausage Roll,35,9.71
2023-04-20,06:30,Chilled Juices,18,9.71
2023-04-20,06:30,Cheese Straw,15,9.71
2023-04-20,06:30,Spinach and Feta Roll,20,9.71
2023-04-20,09:30,Ham Quiche,45,7.97
2023-04-20,09:30,Ham and Cheese Croissant,45,7.97
2023-04-20,09:30,Smoked Salmon Roll,4,7.97
2023-04-20,09:30,Tea,36,7.97
2023-04-20,09:30,Cinnamon Bun,11,7.97
2023-04-20,09:30,Sweets,5,7.97
2023-04-20,09:30,Mini Avocado Sandwich,1,7.97
2023-04-20,09:30,Savouries,32,7.97
2023-04-20,09:30,Mini Salami Sandwich,17,7.97
2023-04-20,09:30,Salmon Bagel,5,7.97
2023-04-20,09:30,Bread,37,7.97
2023-04-20,09:30,Coffee,33,7.97
2023-04-20,09:30,Mushroom Quiche,27,7.97
2023-04-20,09:30,Soup,48,7.97
2023-04-20,09:30,Sausage Roll,30,7.97
2023-04-20,09:30,Chilled Juices,7,7.97
2023-04-20,09:30,Cheese Straw,13,7.97
2023-04-20,09:30,Spinach and Feta Roll,35,7.97
2023-04-20,12:30,Ham Quiche,29,7.68
2023-04-20,12:30,Ham and Cheese Croissant,44,7.68
2023-04-20,12:30,Smoked Salmon Roll,11,7.68
2023-04-20,12:30,Tea,32,7.68
2023-04-20,12:30,Cinnamon Bun,8,7.68
2023-04-20,12:30,Sweets,14,7.68
2023-04-20,12:30,Mini Avocado Sandwich,8,7.68
2023-04-20,12:30,Savouries,23,7.68
2023-04-20,12:30,Mini Salami Sandwich,14,7.68
2023-04-20,12:30,Salmon Bagel,1,7.68
2023-04-20,12:30,Bread,20,7.68
2023-04-20,12:30,Coffee,28,7.68
2023-04-20,12:30,Mushroom Quiche,36,7.68
2023-04-20,12:30,Soup,28,7.68
2023-04-20,12:30,Sausage Roll,27,7.68
2023-04-20,12:30,Chilled Juices,1,7.68
2023-04-20,12:30,Cheese Straw,12,7.68
2023-04-20,12:30,Spinach and Feta Roll,30,7.68
2023-04-20,15:30,Ham Quiche,47,6.46
2023-04-20,15:30,Ham and Cheese Croissant,45,6.46
2023-04-20,15:30,Smoked Salmon Roll,15,6.46
2023-04-20,15:30,Tea,36,6.46
2023-04-20,15:30,Cinnamon Bun,19,6.46
2023-04-20,15:30,Sweets,13,6.46
2023-04-20,15:30,Mini Avocado Sandwich,11,6.46
2023-04-20,15:30,Savouries,39,6.46
2023-04-20,15:30,Mini Salami Sandwich,14,6.46
2023-04-20,15:30,Salmon Bagel,18,6.46
2023-04-20,15:30,Bread,39,6.46
2023-04-20,15:30,Coffee,44,6.46
2023-04-20,15:30,Mushroom Quiche,30,6.46
2023-04-20,15:30,Soup,40,6.46
2023-04-20,15:30,Sausage Roll,49,6.46
2023-04-20,15:30,Chilled Juices,17,6.46
2023-04-20,15:30,Cheese Straw,1,6.46
2023-04-20,15:30,Spinach and Feta Roll,39,6.46
2023-04-20,18:30,Ham Quiche,20,4.85
2023-04-20,18:30,Ham and Cheese Croissant,22,4.85
2023-04-20,18:30,Smoked Salmon Roll,17,4.85
2023-04-20,18:30,Tea,42,4.85
2023-04-20,18:30,Cinnamon Bun,2,4.85
2023-04-20,18:30,Sweets,1,4.85
2023-04-20,18:30,Mini Avocado Sandwich,6,4.85
2023-04-20,18:30,Savouries,40,4.85
2023-04-20,18:30,Mini Salami Sandwich,11,4.85
2023-04-20,18:30,Salmon Bagel,7,4.85
2023-04-20,18:30,Bread,29,4.85
2023-04-20,18:30,Coffee,31,4.85
2023-04-20,18:30,Mushroom Quiche,48,4.85
2023-04-20,18:30,Soup,46,4.85
2023-04-20,18:30,Sausage Roll,42,4.85
2023-04-20,18:30,Chilled Juices,14,4.85
2023-04-20,18:30,Cheese Straw,15,4.85
2023-04-20,18:30,Spinach and Feta Roll,30,4.85
2023-04-21,06:30,Ham Quiche,46,8.69
2023-04-21,06:30,Ham and Cheese Croissant,48,8.69
2023-04-21,06:30,Smoked Salmon Roll,3,8.69
2023-04-21,06:30,Tea,31,8.69
2023-04-21,06:30,Cinnamon Bun,11,8.69
2023-04-21,06:30,Sweets,10,8.69
2023-04-21,06:30,Mini Avocado Sandwich,6,8.69
2023-04-21,06:30,Savouries,33,8.69
2023-04-21,06:30,Mini Salami Sandwich,10,8.69
2023-04-21,06:30,Salmon Bagel,18,8.69
2023-04-21,06:30,Bread,21,8.69
2023-04-21,06:30,Coffee,27,8.69
2023-04-21,06:30,Mushroom Quiche,29,8.69
2023-04-21,06:30,Soup,49,8.69
2023-04-21,06:30,Sausage Roll,42,8.69
2023-04-21,06:30,Chilled Juices,18,8.69
2023-04-21,06:30,Cheese Straw,12,8.69
2023-04-21,06:30,Spinach and Feta Roll,25,8.69
2023-04-21,09:30,Ham Quiche,48,5.61
2023-04-21,09:30,Ham and Cheese Croissant,31,5.61
2023-04-21,09:30,Smoked Salmon Roll,19,5.61
2023-04-21,09:30,Tea,27,5.61
2023-04-21,09:30,Cinnamon Bun,13,5.61
2023-04-21,09:30,Sweets,19,5.61
2023-04-21,09:30,Mini Avocado Sandwich,7,5.61
2023-04-21,09:30,Savouries,45,5.61
2023-04-21,09:30,Mini Salami Sandwich,10,5.61
2023-04-21,09:30,Salmon Bagel,17,5.61
2023-04-21,09:30,Bread,30,5.61
2023-04-21,09:30,Coffee,40,5.61
2023-04-21,09:30,Mushroom Quiche,34,5.61
2023-04-21,09:30,Soup,42,5.61
2023-04-21,09:30,Sausage Roll,32,5.61
2023-04-21,09:30,Chilled Juices,7,5.61
2023-04-21,09:30,Cheese Straw,5,5.61
2023-04-21,09:30,Spinach and Feta Roll,38,5.61
2023-04-21,12:30,Ham Quiche,23,7.1
2023-04-21,12:30,Ham and Cheese Croissant,34,7.1
2023-04-21,12:30,Smoked Salmon Roll,12,7.1
2023-04-21,12:30,Tea,23,7.1
2023-04-21,12:30,Cinnamon Bun,18,7.1
2023-04-21,12:30,Sweets,10,7.1
2023-04-21,12:30,Mini Avocado Sandwich,1,7.1
2023-04-21,12:30,Savouries,21,7.1
2023-04-21,12:30,Mini Salami Sandwich,15,7.1
2023-04-21,12:30,Salmon Bagel,5,7.1
2023-04-21,12:30,Bread,40,7.1
